rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon,indoor
-103.67818,-109.89466,-106.4437,-109.15892,-101.58197,-105.61564,-101.46828,-101.175316,-114.258026,4.997181,3.0161939,2.0882478,-8.055684,-34.951332,1.0
-100.13045,-114.35908,-97.92244,-115.24791,-102.0848,-96.37508,-99.24226,-98.6908,-114.22803,5.0292377,2.9869916,2.5873103,-8.055834,-34.951363,1.0
-105.99092,-112.73889,-106.63486,-105.73043,-97.24858,-93.759476,-98.574356,-94.14181,-114.55115,4.991151,2.982911,2.0469449,-8.055506,-34.95169,1.0
-103.19955,-110.447395,-106.18263,-108.953835,-107.49105,-104.9843,-108.48015,-98.38762,-114.115555,5.012967,2.9911737,2.096534,-8.055786,-34.951504,1.0
-81.06759,-95.044785,-90.063484,-95.649155,-98.57852,-86.890236,-83.28893,-93.629684,-82.937996,4.920091,6.5154266,1.6005112,-8.05143,-34.959812,0.0
-90.2595,-88.77446,-90.365654,-71.87165,-85.329956,-82.446945,-90.922585,-97.12297,-96.742546,3.6200786,1.484521,3.8480475,-8.05176,-34.94888,0.0
-101.51847,-114.48687,-99.925896,-114.24631,-100.76874,-97.70049,-99.20281,-99.29952,-114.30463,4.9935303,3.000824,2.5178463,-8.055834,-34.951363,1.0
-106.01225,-116.235916,-106.09726,-103.18396,-98.18907,-96.10515,-97.46953,-95.56943,-114.50913,5.0330563,2.9954305,2.0489397,-8.055605,-34.95173,1.0
-96.69951,-86.67836,-101.45768,-82.54298,-105.06113,-99.962074,-95.753555,-102.24806,-96.485756,2.4471586,1.6996772,5.52354,-8.04829,-34.94696,0.0
-88.38415,-92.40925,-88.26335,-66.17351,-80.42177,-88.64639,-89.2334,-88.430984,-97.28119,3.9455388,0.880614,4.4922466,-8.0519905,-34.9476,0.0
-103.82246,-109.55085,-107.42552,-108.46642,-94.9173,-102.86993,-99.460526,-98.45705,-114.67262,4.973174,3.0151677,2.0374444,-8.055784,-34.95161,1.0
-85.37599,-91.881836,-92.045784,-87.659035,-100.25376,-91.66922,-94.64576,-99.930435,-98.22758,2.1701334,2.682603,3.8196752,-8.04868,-34.95053,0.0
-100.04126,-114.44953,-99.711494,-113.99614,-100.937775,-98.57702,-98.80057,-100.5612,-114.30211,5.0248213,2.9940162,2.073201,-8.055493,-34.951313,1.0
-90.224335,-99.61907,-90.45879,-95.86453,-93.603355,-88.557335,-70.42535,-67.60797,-91.14815,5.157472,5.083916,0.36733454,-8.05529,-34.95627,0.0
-85.85754,-91.76995,-88.90942,-78.83278,-88.255844,-93.62678,-96.23325,-95.91055,-96.07377,3.1116688,2.3943336,3.049085,-8.050961,-34.950592,0.0
-82.81073,-90.66192,-89.139084,-80.79045,-97.66775,-89.186226,-95.0401,-101.36452,-96.26253,1.7095591,2.892145,4.0479407,-8.04847,-34.95076,0.0
-117.21111,-114.7751,-116.09898,-114.78645,-117.15903,-115.34742,-92.57032,-89.21891,-114.45293,5.0031805,2.9948785,2.1155148,-8.055605,-34.95173,1.0
-78.95063,-95.81407,-84.95866,-94.71973,-96.391655,-93.50987,-82.06153,-94.0574,-95.957115,3.142198,3.9181108,2.219277,-8.05052,-34.95383,0.0
-100.16962,-103.46891,-100.25949,-102.92982,-91.484566,-92.13709,-100.13818,-95.37126,-114.55459,5.014555,2.9713893,2.7716508,-8.055786,-34.951504,1.0
-89.39488,-100.88324,-90.75873,-96.852295,-91.47807,-90.30062,-83.95951,-72.39007,-83.39562,5.5643406,5.7679005,0.12010661,-8.05605,-34.95776,0.0
-79.85649,-93.40802,-87.3224,-96.24942,-97.64861,-88.95795,-87.80138,-103.38366,-85.86548,4.2973747,6.586013,2.4820132,-8.04993,-34.95952,0.0
-106.95268,-109.66033,-106.45292,-108.20956,-104.70961,-104.087776,-103.246315,-102.830925,-114.42763,4.975517,3.021045,2.0319486,-8.055424,-34.951595,1.0
-101.98912,-109.854935,-107.00837,-110.13909,-100.70494,-97.04283,-100.155655,-98.92294,-114.32723,4.983745,3.0009904,2.1150908,-8.055786,-34.951504,1.0
-105.711845,-108.58068,-106.61301,-108.72934,-107.80003,-104.71644,-106.849785,-101.73335,-114.52955,4.997481,3.0163171,2.0860674,-8.055424,-34.951595,1.0
-99.13098,-98.781876,-97.94585,-99.15404,-92.16067,-89.17644,-99.34176,-96.74144,-113.874466,5.1162095,3.0175102,3.1053205,-8.055786,-34.951504,1.0
-107.25848,-112.62448,-105.44589,-110.19954,-104.95352,-107.23937,-100.83512,-102.80239,-113.60177,4.941683,2.9894338,2.0123775,-8.05538,-34.951736,1.0
-108.279274,-107.79894,-107.1186,-107.9736,-106.17736,-103.34042,-104.35672,-103.18458,-114.56431,5.014488,2.998392,2.0821753,-8.055424,-34.951595,1.0
-105.46286,-110.16051,-106.527214,-108.68708,-97.33841,-99.92751,-99.48842,-98.47886,-114.39011,4.9484797,3.0153227,2.0019941,-8.055424,-34.951595,1.0
-84.863945,-86.76081,-79.361244,-93.40786,-95.82658,-87.88156,-90.80521,-109.67088,-93.26465,2.2117133,4.0589666,3.3249338,-8.0485,-34.95283,0.0
-101.77544,-112.14696,-104.012535,-112.15084,-106.02371,-102.475044,-102.353455,-100.64604,-114.62619,4.98295,3.0059166,2.0175552,-8.055605,-34.95173,1.0
-104.91746,-114.25512,-104.76353,-112.67132,-99.99973,-106.980034,-97.10966,-100.85021,-113.39028,5.0278296,2.9581864,2.1369498,-8.055684,-34.951332,1.0
-104.02784,-111.53983,-106.05257,-109.45599,-96.343925,-102.80822,-98.52558,-99.6482,-114.05993,5.0106306,3.0056272,2.101409,-8.055784,-34.95161,1.0
-102.786606,-110.33169,-106.95874,-110.10004,-93.12158,-88.31279,-95.777504,-98.21692,-114.422104,4.975055,3.0104537,2.0774772,-8.055834,-34.951363,1.0
-91.2754,-96.72525,-89.7286,-92.74246,-85.94859,-90.93439,-83.863106,-68.7697,-94.07073,5.3601274,4.1566057,1.4085157,-8.05567,-34.95405,0.0
-116.26217,-114.135155,-116.20334,-114.87089,-116.39373,-115.0511,-92.5782,-84.759636,-114.37255,5.010278,3.0160546,2.1863196,-8.05538,-34.951736,1.0
-98.40704,-113.8868,-96.02383,-114.852974,-102.8524,-97.4011,-98.60019,-96.370964,-114.44265,5.0240726,2.993342,1.9672707,-8.05538,-34.951736,1.0
-111.79714,-114.30113,-110.418076,-112.99637,-96.04941,-94.4754,-90.826164,-83.6048,-114.307755,4.922922,2.9861689,2.6567004,-8.055684,-34.951332,1.0
-87.38038,-88.239555,-89.12492,-70.09899,-75.47508,-79.43022,-86.50846,-88.244286,-97.91061,4.311123,1.2773799,3.7657688,-8.05338,-34.94883,0.0
-100.80268,-114.95491,-94.43148,-114.91199,-96.90548,-94.845665,-96.35331,-96.893265,-114.48914,4.9139447,3.083586,2.0010974,-8.05538,-34.951736,1.0
-117.914696,-114.892365,-116.37666,-114.30883,-118.123215,-115.37391,-91.850235,-90.67039,-114.36462,5.0244164,2.9993901,2.0712676,-8.05538,-34.951736,1.0
-116.60346,-114.42775,-115.95173,-113.95562,-116.028175,-114.6593,-92.13179,-84.63461,-114.81524,5.050247,2.978605,2.122198,-8.055493,-34.951313,1.0
-89.4795,-98.490715,-91.7077,-95.152115,-92.77462,-94.783516,-81.44026,-76.85432,-91.4887,4.9129233,5.2341547,0.8132607,-8.05459,-34.95602,0.0
-106.36454,-112.75203,-105.215324,-110.66628,-104.94926,-108.63263,-102.29785,-101.44802,-112.87294,4.956384,2.9959736,2.0141437,-8.055424,-34.951595,1.0
-100.60998,-114.94633,-96.10647,-115.178535,-97.818115,-96.9418,-99.36773,-97.64933,-114.34971,4.9915977,3.0302658,2.5787616,-8.055786,-34.951504,1.0
-92.97193,-90.05832,-90.31488,-70.02549,-82.03363,-79.74626,-85.21682,-94.76807,-96.42063,4.0178823,1.3923612,3.8306317,-8.05212,-34.94868,0.0
-75.65729,-95.8723,-80.99935,-95.26478,-94.737175,-91.18908,-81.28956,-104.4899,-96.62016,3.1802275,5.8819375,2.8804054,-8.04898,-34.95705,0.0
-101.27314,-111.96158,-103.89912,-112.02079,-95.19564,-97.591286,-97.27523,-98.486176,-114.4517,5.0016184,2.9738657,2.0769715,-8.055684,-34.951332,1.0
-102.29921,-114.97126,-98.68222,-115.02372,-98.60284,-96.65808,-98.59469,-100.05488,-114.39451,5.0053267,3.0304646,2.368872,-8.055784,-34.95161,1.0
-104.46301,-110.354706,-106.85717,-107.046906,-95.13427,-88.932365,-98.599236,-95.02928,-114.57488,5.022625,2.9814565,2.1066766,-8.055493,-34.951313,1.0
-99.632454,-114.508835,-94.75391,-114.915764,-96.57333,-95.49216,-96.596886,-93.579094,-114.28269,5.007119,3.004764,2.0222373,-8.055506,-34.95169,1.0
-103.54265,-109.88151,-107.00958,-109.6598,-104.721985,-104.7365,-102.88423,-100.99528,-114.462296,4.9932714,3.0247445,2.0823104,-8.055786,-34.951504,1.0
-103.24279,-110.320305,-106.7992,-109.15404,-108.787415,-106.45496,-107.65683,-99.99153,-114.34294,4.989603,3.029158,2.0727797,-8.055786,-34.951504,1.0
-100.70106,-114.566025,-94.141136,-114.83168,-96.82332,-93.88561,-93.36537,-91.751945,-114.46295,4.9878426,3.0105712,1.911068,-8.05538,-34.951736,1.0
-115.34664,-114.329285,-114.85534,-113.79003,-115.20641,-113.62592,-92.444435,-85.03599,-114.81127,4.9764867,3.0122766,2.0672543,-8.05538,-34.951736,1.0
-90.6057,-92.39419,-92.855835,-93.922714,-95.22215,-96.36506,-94.85986,-93.72515,-98.66111,3.483955,3.4590638,2.258224,-8.05194,-34.9533,0.0
-84.30791,-91.43949,-86.255104,-93.859535,-98.27998,-93.47366,-92.931496,-99.468124,-97.79071,3.0020869,3.8166971,2.406054,-8.05044,-34.95379,0.0
-89.15878,-88.427956,-89.587906,-69.07332,-82.265785,-89.076195,-90.93538,-92.42888,-96.92024,3.6572604,1.102555,4.227625,-8.05188,-34.94792,0.0
-103.0185,-114.95161,-102.40294,-113.77014,-104.266846,-114.630455,-99.62284,-88.86394,-104.49994,5.037418,3.0015051,2.0286503,-8.055784,-34.95161,1.0
-98.83948,-114.42949,-97.77316,-115.04379,-98.81083,-96.68002,-98.59652,-97.922714,-114.38399,5.0463853,2.9556963,2.1975877,-8.055784,-34.95161,1.0
-100.83342,-98.48222,-95.85417,-101.5276,-92.71056,-88.74187,-98.215034,-98.720055,-112.819786,5.1581345,3.051272,3.0278609,-8.055784,-34.95161,1.0
-92.40271,-98.019005,-91.47605,-96.706085,-91.71888,-95.47338,-78.61594,-73.71406,-92.16208,4.942129,5.1629105,0.68416387,-8.05443,-34.95624,0.0
-108.05458,-108.68498,-107.08408,-108.221054,-98.88014,-99.766594,-101.175606,-97.426186,-114.536415,4.9923577,2.9952488,2.0307717,-8.055424,-34.951595,1.0
-104.640724,-112.586105,-106.05431,-106.76087,-96.13159,-89.86393,-97.40265,-96.451775,-114.32405,4.967085,3.0100782,2.0092041,-8.055493,-34.951313,1.0
-95.8062,-95.743034,-91.6601,-94.981995,-87.32934,-98.459625,-77.61226,-67.30981,-91.81208,5.29128,5.0890613,0.95791924,-8.05546,-34.95602,0.0
-127.45588,-78.717384,-69.39472,-82.399124,-73.7606,-68.471115,-62.337982,-103.56489,-71.55855,5.500427,1.240478,5.085247,-8.052629,-34.946033,0.0
-87.53633,-96.226234,-90.52101,-85.579094,-90.17311,-89.56304,-84.3496,-85.317696,-96.78043,3.7261033,3.609183,1.8718945,-8.05285,-34.95368,0.0
-104.37826,-109.45531,-106.15334,-108.30548,-95.56268,-103.55435,-99.65002,-99.94156,-114.21517,4.990702,3.0096054,2.085366,-8.055493,-34.951313,1.0
-106.25637,-116.76245,-106.03454,-102.10255,-98.35667,-96.54542,-97.02542,-96.538635,-114.42984,5.025616,3.008239,2.01205,-8.05538,-34.951736,1.0
-106.377754,-109.54053,-106.783005,-108.092445,-100.43928,-103.13046,-101.145744,-101.151695,-114.45528,4.971611,3.0251443,1.9971168,-8.055506,-34.95169,1.0
-86.38699,-92.015114,-82.702805,-97.0189,-95.28866,-90.672295,-84.10408,-97.45238,-91.91929,3.536451,5.1982536,2.3277483,-8.05082,-34.95497,0.0
-85.14967,-94.257996,-84.21173,-94.45331,-96.6655,-96.527054,-88.51929,-99.45574,-95.671906,3.2766292,4.848686,2.7408352,-8.05043,-34.95485,0.0
-98.1876,-114.52579,-96.30497,-114.66091,-98.74811,-96.485435,-99.281235,-96.578896,-114.47309,5.0295973,2.9735563,2.297159,-8.055684,-34.951332,1.0
-102.97161,-109.49925,-106.63648,-109.62986,-92.02718,-98.61252,-96.784744,-98.66763,-114.26448,5.012517,2.9914386,2.1155322,-8.055834,-34.951363,1.0
-115.47461,-114.637184,-115.136765,-114.53168,-115.15186,-114.36955,-92.9859,-88.779816,-114.69878,5.0181985,2.9980817,2.116238,-8.055786,-34.951504,1.0
-78.85266,-89.5339,-83.13081,-91.14469,-94.370804,-91.93121,-93.0867,-103.12549,-95.413506,3.3283381,6.118192,2.9135282,-8.04896,-34.95712,0.0
-105.75699,-110.75556,-105.947235,-108.51401,-102.4621,-104.33843,-102.37266,-101.43683,-114.28509,4.951852,3.0122294,2.0292163,-8.055424,-34.951595,1.0
-102.23387,-110.18401,-107.24183,-110.400375,-99.47261,-96.26637,-99.14881,-99.154144,-114.47647,4.9780316,3.0225399,2.0475414,-8.055786,-34.951504,1.0
-108.95936,-107.0763,-106.81982,-108.582466,-102.847176,-101.076836,-103.27411,-100.56566,-114.54653,5.0160055,3.0020187,2.0363593,-8.05538,-34.951736,1.0
-100.97718,-114.83159,-96.03305,-115.10183,-97.26359,-96.565895,-99.18026,-97.96815,-114.37045,4.982299,3.025589,2.697266,-8.055684,-34.951332,1.0
-105.61812,-115.31712,-106.26193,-104.6306,-98.37156,-95.02658,-97.646454,-95.52235,-114.4995,5.0177536,2.9864345,2.046976,-8.055605,-34.95173,1.0
-89.519745,-87.83165,-93.820015,-87.216354,-101.59889,-96.391304,-98.01679,-100.31714,-97.51063,2.0840313,2.697567,3.7033386,-8.04866,-34.9506,0.0
-85.214905,-97.86398,-91.675354,-95.88741,-97.320496,-87.45671,-79.82961,-90.19902,-77.9642,5.05474,6.372002,0.8847411,-8.05313,-34.95972,0.0
-108.589554,-106.417854,-107.054756,-108.31977,-105.44337,-103.10932,-104.96318,-102.48745,-114.688484,5.0272484,3.019149,2.088113,-8.05538,-34.951736,1.0
-87.230385,-80.90984,-84.68367,-69.88949,-67.265366,-70.45719,-79.425545,-87.439735,-94.358,5.671147,0.8895546,4.8350163,-8.0554495,-34.94654,0.0
-104.429184,-112.28699,-106.40474,-109.2609,-95.592926,-94.53819,-97.09708,-97.60426,-114.222404,4.9979734,2.9965599,2.0998688,-8.055786,-34.951504,1.0
-108.42487,-107.75247,-107.24674,-107.91742,-102.11774,-101.690895,-103.22026,-100.71016,-114.54049,5.003484,3.005926,2.0610836,-8.055506,-34.95169,1.0
-103.14693,-111.47568,-104.31465,-110.87801,-94.6928,-102.474815,-97.554596,-99.38644,-114.06382,5.0489273,2.9530888,2.2296908,-8.055834,-34.951363,1.0
-103.8286,-84.95864,-80.86027,-72.974236,-71.92168,-76.957146,-73.87081,-92.787415,-86.836365,4.3956447,1.4724444,4.353021,-8.05223,-34.94794,0.0
-75.43953,-88.66673,-80.97884,-92.81016,-95.63707,-90.19168,-89.401306,-108.90161,-87.81088,3.3438506,6.6016192,3.1194282,-8.04819,-34.95947,0.0
-99.53887,-114.60945,-98.17269,-115.26346,-102.27791,-97.19173,-99.167915,-99.532684,-114.35897,5.029892,3.0089507,2.2386918,-8.055493,-34.951313,1.0
-103.66627,-109.98551,-106.7866,-109.17301,-103.64443,-105.29776,-102.98509,-101.08122,-114.44267,4.9804144,3.0151217,2.0984552,-8.055786,-34.951504,1.0
-106.9791,-109.08883,-106.36343,-108.281425,-106.5021,-105.10476,-104.58037,-103.456314,-114.436806,4.9931483,3.011941,2.039587,-8.055506,-34.95169,1.0
-100.440895,-113.1465,-102.45119,-113.43082,-104.478424,-113.995766,-85.89606,-76.3452,-105.967064,5.0104523,2.9928293,1.9873394,-8.055786,-34.951504,1.0
-88.8518,-97.04789,-89.11254,-97.47186,-99.93736,-95.22784,-87.59715,-83.544014,-95.34878,4.346204,3.878074,1.4935578,-8.054219,-34.95357,0.0
-104.386696,-114.70247,-101.64442,-113.763725,-95.772095,-101.71261,-93.51868,-89.76348,-113.2867,4.975035,2.8769732,2.3135014,-8.055684,-34.951332,1.0
-105.044846,-114.85111,-103.7453,-113.61465,-105.54,-114.27251,-91.65734,-91.63778,-107.383255,4.918969,2.9847672,2.0235074,-8.055424,-34.951595,1.0
-106.68581,-109.19213,-106.54161,-108.735825,-100.23643,-99.28197,-101.20027,-98.96071,-114.35151,4.9961586,2.9963737,2.027688,-8.055506,-34.95169,1.0
-100.65166,-113.323685,-102.82176,-113.95301,-107.36587,-102.39841,-101.887764,-99.98035,-114.25391,5.0140295,2.9795716,2.1714067,-8.055786,-34.951504,1.0
-114.51811,-115.043,-113.44745,-114.628494,-95.83022,-93.30853,-86.82938,-79.30835,-114.30327,4.967632,2.9899712,3.0083454,-8.055834,-34.951363,1.0
-98.54088,-100.60921,-98.264565,-99.34316,-92.72627,-90.893974,-100.853615,-96.8793,-114.306114,5.071641,3.0048325,3.0229776,-8.055493,-34.951313,1.0
-106.77533,-115.002144,-104.55233,-114.21886,-105.35182,-115.22752,-91.85605,-93.07208,-106.65192,5.0470386,2.9697092,2.055223,-8.055784,-34.95161,1.0
-89.16185,-91.57969,-92.62888,-69.78484,-90.07554,-92.059845,-94.05728,-96.440735,-97.20687,3.324754,1.1360478,4.7462296,-8.05026,-34.94765,0.0
-87.40126,-100.89318,-93.93656,-98.327995,-97.25111,-86.88958,-85.14286,-86.05199,-78.66896,5.3921976,6.18328,0.43935072,-8.054299,-34.959442,0.0
-106.91684,-110.80825,-106.753944,-106.77529,-97.91963,-95.7455,-100.09503,-94.69686,-114.58977,4.987488,2.9898152,2.033732,-8.05538,-34.951736,1.0
-109.56597,-107.303,-106.710754,-107.84789,-101.65703,-101.556305,-102.56049,-100.22664,-114.335785,5.016959,2.9973073,2.031151,-8.05538,-34.951736,1.0
-99.17428,-99.437454,-98.23162,-99.10288,-93.09749,-89.26675,-100.19213,-97.45816,-114.07378,5.0575705,3.010373,3.0600438,-8.055506,-34.95169,1.0
-104.596115,-113.41939,-106.76323,-107.54423,-97.17884,-93.62014,-97.67574,-96.028,-114.449135,4.9980416,2.9985034,2.0886297,-8.055784,-34.95161,1.0
-107.20612,-114.73695,-105.10072,-114.11417,-106.07843,-113.24909,-91.371506,-94.151344,-109.48164,4.946815,2.9722028,2.0965304,-8.055493,-34.951313,1.0
-103.66174,-110.70139,-106.415146,-109.69519,-94.051285,-100.927414,-97.51801,-98.77446,-114.30681,4.9875436,3.0129325,2.0603333,-8.055784,-34.95161,1.0
-100.9612,-115.02467,-98.70902,-114.11644,-98.61334,-95.96696,-97.24959,-99.098755,-114.45999,4.9998865,3.0081558,2.016776,-8.055424,-34.951595,1.0
-99.81563,-113.95861,-99.26364,-114.46024,-105.58045,-98.82693,-100.18487,-101.41887,-114.51017,5.009347,3.0074508,1.9875793,-8.055506,-34.95169,1.0
-102.91187,-116.22057,-99.65917,-112.69919,-100.03193,-96.86845,-96.42889,-99.5163,-114.37115,5.001881,3.0022082,2.0178063,-8.05538,-34.951736,1.0
-88.16594,-88.4452,-92.015434,-72.45337,-81.115395,-81.142624,-84.7859,-85.09012,-96.73307,3.5805001,1.2185854,4.580697,-8.0519,-34.94766,0.0
-115.3838,-115.36139,-112.004265,-115.290764,-93.99165,-91.980995,-86.15006,-80.45276,-113.945564,4.9214067,3.043642,3.1367917,-8.055786,-34.951504,1.0
-83.679665,-91.58392,-89.8905,-94.337975,-101.60502,-96.5533,-93.251015,-100.885666,-97.63562,2.226393,2.606715,3.972642,-8.04881,-34.950413,0.0
-87.529625,-97.75319,-92.6671,-97.95137,-98.55459,-89.53603,-89.51744,-90.696976,-79.40525,5.189013,6.4033337,1.1160434,-8.05279,-34.95975,0.0
-105.77473,-114.83321,-103.93882,-114.21759,-105.34921,-114.28319,-91.45309,-95.881134,-107.142395,4.92006,3.0181122,2.0113668,-8.055605,-34.95173,1.0
-88.5545,-89.72466,-89.16721,-69.33904,-85.08939,-93.84905,-94.852234,-97.211426,-96.994385,3.614675,1.0696177,4.0175514,-8.05215,-34.94818,0.0
-105.1325,-111.89573,-106.15017,-105.32175,-95.17121,-90.413345,-98.61865,-93.36905,-114.65458,5.0108914,2.9927511,2.0821214,-8.055506,-34.95169,1.0
-105.618004,-113.309166,-107.073235,-105.36511,-98.57247,-98.501114,-99.79629,-96.29929,-114.56365,5.0020247,3.0017607,2.0527637,-8.055605,-34.95173,1.0
-107.35006,-114.11723,-106.91271,-113.829895,-107.65198,-113.77737,-89.5925,-80.75693,-110.64671,5.0471983,2.980479,2.1433442,-8.055684,-34.951332,1.0
-105.19393,-113.942024,-106.40161,-107.203804,-97.28339,-97.636116,-97.55651,-97.858955,-114.13468,5.0327597,3.0002992,2.1181302,-8.055784,-34.95161,1.0
-104.10176,-109.6625,-106.31159,-108.95756,-99.32289,-102.480125,-100.58165,-100.71512,-114.32207,4.9770308,3.009765,2.0469613,-8.055493,-34.951313,1.0
-76.26967,-97.43929,-83.082634,-95.069756,-94.355255,-91.22605,-79.70877,-101.07071,-97.22722,3.2556725,4.8215504,2.5423589,-8.04977,-34.954678,0.0
-96.727,-113.54332,-94.82346,-113.19712,-90.03101,-93.40135,-99.711266,-90.937744,-113.758415,5.006267,3.081336,2.5806568,-8.055493,-34.951313,1.0
-94.00097,-94.46621,-84.671684,-94.218796,-82.97423,-86.71763,-88.76444,-77.16953,-92.81733,5.439897,4.3321943,2.1240184,-8.05567,-34.95387,0.0
-107.6614,-108.2312,-106.11951,-107.84602,-105.77231,-104.78128,-104.9123,-103.10619,-114.31752,4.9948096,3.0081081,2.0725267,-8.055424,-34.951595,1.0
-106.91365,-109.0903,-106.32864,-108.061714,-98.53977,-102.17182,-100.69628,-100.58108,-114.47678,4.9692206,3.0202227,1.9932797,-8.055424,-34.951595,1.0
-81.16923,-91.148445,-87.43078,-88.72468,-94.554375,-91.69643,-89.312775,-91.87059,-96.62272,2.7821863,2.3780816,3.36748,-8.049331,-34.950413,0.0
-93.32626,-88.62592,-99.968544,-79.6789,-104.75607,-95.28162,-94.22638,-101.67436,-95.73807,2.1858416,1.8328159,5.520567,-8.04829,-34.94693,0.0
-99.36998,-114.55537,-95.02676,-114.97856,-94.91076,-95.361145,-98.35182,-93.90103,-114.35469,5.0155525,2.9998941,2.4387832,-8.055784,-34.95161,1.0
-102.59423,-109.98909,-106.37798,-109.58102,-97.51434,-103.01607,-99.41406,-99.32258,-114.286224,5.0248127,2.9811788,2.1214378,-8.055834,-34.951363,1.0
-89.147896,-99.98506,-91.57404,-83.7668,-95.36768,-94.48314,-95.691216,-97.63399,-99.728004,3.57769,2.9981582,3.0975502,-8.0519905,-34.951992,0.0
-100.17477,-96.6326,-75.76175,-111.79788,-108.7493,-91.86594,-78.552765,-115.97257,-73.63673,5.366407,6.514424,0.8187,-8.052879,-34.95974,0.0
-93.20915,-96.27892,-94.38416,-95.37146,-91.72844,-91.84974,-84.37351,-76.78361,-97.08091,4.194097,3.9722087,1.9759771,-8.05376,-34.95404,0.0
-100.80615,-114.65262,-94.86954,-114.6656,-96.67976,-93.88345,-94.0145,-93.045845,-114.485695,4.9989204,3.005968,1.9933298,-8.055506,-34.95169,1.0
-77.554504,-84.647934,-85.01483,-87.78139,-100.07932,-91.6062,-89.70684,-106.949326,-94.92919,0.7370475,3.5654142,4.9527335,-8.04643,-34.950798,0.0
-100.34986,-97.87393,-96.902794,-99.34585,-92.569885,-88.622856,-99.46007,-98.77476,-113.579254,5.036751,3.0473409,2.9938045,-8.05538,-34.951736,1.0
-100.13091,-96.14243,-79.96678,-102.35551,-98.22716,-95.50165,-82.94728,-101.994774,-89.466194,4.1566358,4.1665616,2.0062642,-8.05285,-34.95363,0.0
-93.41226,-87.3168,-98.38892,-77.13027,-98.62554,-101.994255,-97.699326,-101.69383,-96.26688,2.6602433,1.4740266,5.4502497,-8.04873,-34.94696,0.0
-102.83977,-110.86074,-106.822556,-110.7519,-96.230736,-90.25139,-96.80912,-98.77832,-114.39541,4.974454,3.0239854,2.0624073,-8.055786,-34.951504,1.0
-81.32778,-96.28028,-90.26463,-97.32985,-96.45642,-86.47634,-84.827385,-99.08435,-83.37922,4.598494,6.5198603,1.8124038,-8.05136,-34.959812,0.0
-109.4416,-101.506546,-73.55477,-99.71064,-93.61368,-86.50916,-70.25697,-78.54886,-74.234695,6.2942944,6.1680384,0.49936044,-8.05634,-34.9568,0.0
-89.812935,-92.19332,-91.65066,-63.463757,-87.40304,-87.054726,-91.62874,-95.77663,-96.21392,3.3185818,0.9880044,4.5408797,-8.0505705,-34.94759,0.0
-104.05411,-109.83446,-107.26049,-109.12898,-105.38775,-105.794495,-104.025406,-101.143135,-114.577805,4.9794397,3.038657,2.0633762,-8.055784,-34.95161,1.0
-104.99537,-114.202835,-106.46123,-106.347015,-97.5039,-91.32741,-96.6975,-97.242615,-114.476715,5.020153,3.0131485,2.0664582,-8.055684,-34.951332,1.0
-107.445274,-115.11818,-105.31821,-114.76326,-106.09386,-112.96556,-90.173546,-90.36617,-109.27301,4.951457,2.9537704,2.1024237,-8.055784,-34.95161,1.0
-108.5153,-107.31798,-106.6426,-108.331894,-103.45835,-101.87172,-103.20352,-101.32832,-114.53643,5.015741,2.9938457,2.0543714,-8.055424,-34.951595,1.0
-78.126274,-92.20116,-84.16189,-95.396706,-97.279915,-88.56968,-85.222595,-101.36929,-85.35446,4.248247,6.5668135,2.392474,-8.04974,-34.959503,0.0
-101.947975,-109.23704,-107.4981,-110.45391,-102.620285,-97.76703,-101.459435,-99.43927,-114.57299,5.0262246,2.9966438,2.1428213,-8.055834,-34.951363,1.0
-103.695694,-110.206856,-106.92698,-109.97304,-101.98449,-104.50818,-101.681854,-100.26541,-114.38335,4.996803,3.0156024,2.0579467,-8.055784,-34.95161,1.0
-100.9309,-114.98196,-94.95257,-114.8459,-97.41104,-94.11035,-94.04209,-95.577614,-114.50548,4.9778795,3.0156555,1.9427022,-8.05538,-34.951736,1.0
-104.53389,-113.17812,-106.76146,-107.754295,-96.13303,-89.27745,-95.73261,-96.80444,-114.44651,5.0239267,2.9918303,2.112863,-8.055834,-34.951363,1.0
-105.6634,-108.47307,-106.998245,-107.89155,-106.01311,-104.61912,-104.34768,-103.32205,-114.68845,4.997711,3.0010936,2.1041327,-8.055493,-34.951313,1.0
-102.60306,-109.86175,-107.06912,-109.95024,-98.783936,-96.77953,-99.70747,-98.68226,-114.48704,4.9759383,3.0114517,2.058791,-8.055786,-34.951504,1.0
-102.82661,-113.95364,-102.95508,-113.06091,-106.80171,-105.57268,-103.06525,-100.394844,-113.54596,4.978116,3.006011,2.0005894,-8.055506,-34.95169,1.0
-106.587296,-109.33775,-106.65435,-108.29893,-98.651375,-100.95234,-100.621346,-99.46194,-114.390274,4.9741817,3.0087032,2.0260499,-8.055424,-34.951595,1.0
-95.54993,-88.92272,-100.652405,-80.2398,-103.15913,-97.471466,-94.96342,-101.057236,-97.05004,2.5415292,1.7147595,5.450892,-8.04852,-34.94697,0.0
-103.74718,-111.98187,-105.316826,-109.8114,-99.250595,-92.518776,-98.53879,-97.4544,-114.57686,4.9525013,3.0219283,1.9641235,-8.055506,-34.95169,1.0
