rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon
-104.85885,-114.659256,-105.10499,-114.25334,-104.96348,-114.59698,-90.55829,-92.40025,-109.39692,4.9469976,3.0325975,1.9448757,-8.055629,-34.951717
-91.26998,-92.14609,-89.42398,-69.01262,-75.39427,-76.67551,-90.810005,-90.66416,-97.04018,4.449852,1.9163725,3.11733,-8.053923,-34.94999
-101.4617,-111.80564,-105.58249,-112.779915,-96.6204,-94.78011,-96.14295,-99.062004,-115.25385,5.013974,3.0631948,1.7684596,-8.055607,-34.951675
-100.46169,-114.65388,-97.484085,-114.59401,-99.16407,-96.64714,-95.19105,-94.41736,-114.88581,5.006493,3.061523,1.7390739,-8.055373,-34.951813
-90.68678,-90.989456,-90.37511,-69.24801,-76.818146,-78.4212,-90.346214,-92.76032,-97.82659,4.334467,1.8926749,3.3441563,-8.053606,-34.9497
-96.89698,-91.22299,-92.53954,-58.334904,-80.46854,-82.660736,-92.441246,-94.48676,-97.78489,3.6843255,1.0964055,5.433096,-8.051166,-34.94689
-91.36454,-89.89551,-88.912125,-66.50684,-75.05259,-78.02644,-89.29705,-92.64377,-97.71859,4.510041,1.6372554,3.675191,-8.053724,-34.949024
-99.15565,-97.907875,-99.06932,-99.50584,-89.312195,-90.964966,-98.834335,-97.01036,-115.22295,4.995419,3.0070543,2.9966826,-8.055495,-34.951294
-92.818436,-93.84614,-85.90866,-82.94157,-94.23384,-92.767075,-106.57211,-82.59612,-95.28046,3.3961067,3.2292511,4.193099,-8.052249,-34.95118
-85.84306,-92.402336,-89.6546,-90.79811,-95.5876,-91.35551,-94.59745,-91.31647,-96.40562,3.6562552,3.324819,2.31208,-8.052708,-34.952465
-97.84521,-105.56446,-97.339645,-102.4833,-88.75005,-85.287865,-99.1743,-94.2878,-113.80315,5.051608,3.1011436,3.4267695,-8.055918,-34.95119
-114.70908,-114.55289,-115.083534,-114.86882,-115.499016,-113.50812,-90.30415,-84.517586,-115.12791,4.935959,3.070607,1.9531972,-8.055418,-34.951855
-105.961494,-113.28393,-108.665344,-109.01152,-101.22842,-98.78324,-97.44769,-93.713,-115.187805,4.9984703,3.0195215,2.0155852,-8.055629,-34.95165
-90.32319,-90.45092,-91.774956,-79.25952,-77.45554,-77.65626,-90.49456,-89.01509,-97.16753,4.5622716,2.3775654,3.0233154,-8.054535,-34.95059
-108.493126,-107.43769,-107.41085,-109.156815,-104.498375,-103.584236,-103.74602,-100.545815,-114.8987,5.0111747,3.0302157,1.9276245,-8.0554085,-34.951683
-95.01573,-88.444374,-89.61939,-69.19715,-82.83052,-87.886055,-92.36888,-94.12888,-95.42451,2.2286816,2.662185,4.787379,-8.049225,-34.949356
-93.82302,-98.12391,-93.57637,-100.22775,-92.69666,-98.0481,-75.363434,-64.6105,-99.35077,5.157757,3.4569843,1.3242726,-8.055589,-34.953526
-101.800186,-114.81656,-102.28872,-113.76049,-104.27927,-105.23696,-97.63804,-97.85406,-113.780846,4.924356,3.0230293,1.8373349,-8.055529,-34.951756
-98.822205,-103.32848,-98.80423,-99.115974,-93.72223,-95.22565,-92.06631,-73.36262,-102.48267,5.195373,3.462801,1.869312,-8.055849,-34.953053
-104.84536,-114.66479,-105.34776,-114.44958,-105.53414,-114.506615,-94.18567,-92.42513,-109.46844,4.938412,3.053455,1.846737,-8.055637,-34.951694
-109.34182,-104.74886,-106.167854,-108.14789,-105.431755,-102.542145,-105.01707,-106.07883,-114.89249,5.12109,3.0508733,2.0537202,-8.055198,-34.951637
-94.66985,-103.56721,-89.931496,-103.62923,-93.6256,-94.06477,-87.67056,-69.88671,-100.51678,5.315393,3.5725334,1.2269864,-8.055499,-34.953453
-98.77084,-110.415695,-94.67075,-107.63354,-94.003395,-95.727715,-101.50347,-95.0205,-113.115974,5.01186,3.161766,3.619136,-8.055972,-34.95114
-106.8148,-112.89365,-109.2034,-108.609245,-101.737175,-97.94603,-97.430504,-93.983444,-115.35042,5.025277,3.070784,2.009118,-8.055621,-34.95168
-110.219475,-114.269775,-111.99336,-114.96444,-105.29949,-103.86792,-89.82632,-88.33302,-113.98655,4.926585,3.0276995,2.1140919,-8.055669,-34.951714
-93.28258,-91.59357,-90.49544,-61.35336,-80.29455,-83.36524,-92.25519,-97.50769,-96.292915,2.7047334,1.7659066,4.680053,-8.050314,-34.948563
-104.62414,-114.73731,-105.70568,-113.715965,-105.68284,-113.83363,-97.45619,-95.98085,-110.72007,4.918905,3.021549,1.9313687,-8.05566,-34.951702
-99.06439,-97.859116,-98.829254,-97.01391,-85.51813,-83.520164,-98.968636,-95.270004,-115.42154,5.0824347,3.0950582,2.9847488,-8.055628,-34.95125
-103.975784,-114.67844,-103.326324,-114.08489,-104.44181,-110.938515,-96.952965,-94.71491,-111.11461,4.9201975,3.0414104,1.7841814,-8.055575,-34.951786
-100.72013,-114.15838,-100.28947,-115.01654,-98.36498,-99.397964,-96.01033,-96.35444,-115.003235,4.976634,3.0286555,1.8271382,-8.05547,-34.95178
-106.473915,-108.69248,-106.96488,-108.12598,-93.98139,-91.53201,-98.5532,-95.74832,-115.24069,4.982817,3.0158591,1.9890594,-8.055554,-34.951653
-106.60486,-107.481575,-107.8121,-110.28573,-101.052925,-97.79191,-101.3329,-98.73106,-115.00003,5.002056,3.0037463,1.9076096,-8.055557,-34.95163
-105.925285,-108.85871,-107.82235,-109.52683,-104.65912,-103.14442,-102.51692,-100.681725,-115.09982,5.000428,3.0530634,1.8738384,-8.055583,-34.951664
-77.940254,-90.069984,-80.30845,-87.8835,-94.195915,-94.06277,-90.77677,-98.02019,-92.491615,2.7526374,4.8483877,2.2642157,-8.049517,-34.955223
-101.92277,-112.38845,-101.835304,-111.01018,-104.23521,-112.021614,-82.40152,-91.18035,-104.30371,4.98469,3.0625021,2.0734158,-8.055245,-34.951923
-88.88269,-88.61003,-91.84114,-88.37477,-87.39721,-85.0865,-92.14442,-89.61422,-96.677986,4.0996947,2.8737075,2.3581297,-8.053742,-34.951797
-61.380768,-69.49967,-61.08085,-38.189484,-59.170006,-57.06014,-106.02923,-55.879,-86.60372,5.405681,4.9127884,6.959937,-8.046766,-34.94514
-85.696236,-83.79994,-81.840546,-85.724106,-92.770645,-95.41255,-89.1504,-88.548096,-91.53978,1.3214388,4.5007825,4.5903416,-8.047472,-34.951813
-90.68689,-96.44558,-91.61151,-97.67532,-90.44168,-92.48616,-83.43473,-72.695,-95.21154,5.3792477,4.0485654,0.9453298,-8.05583,-34.954445
-85.827545,-94.59468,-85.92273,-85.30179,-81.32522,-85.900536,-76.480415,-75.751,-98.039,4.8014975,2.1340513,3.2588987,-8.054512,-34.950596
-104.934456,-114.717735,-105.45333,-114.37201,-105.80836,-115.08931,-97.31542,-94.60598,-108.94096,4.930749,3.0580025,1.935019,-8.0556555,-34.951683
-108.43592,-108.184494,-107.59638,-109.80512,-102.93836,-102.37949,-101.80476,-99.557556,-115.04544,4.988096,3.0223494,1.8604287,-8.05546,-34.951736
-99.24995,-97.22494,-101.03967,-101.079445,-92.82802,-92.87738,-98.19979,-99.911545,-115.13794,5.0412455,2.9931178,2.906627,-8.055565,-34.95121
-91.10671,-88.00782,-87.99739,-67.91624,-81.812294,-87.992355,-91.20998,-94.416916,-96.700874,3.3689573,1.8256488,3.8324099,-8.051782,-34.949463
-109.02306,-107.68391,-107.672615,-108.345894,-104.3441,-103.38912,-103.22395,-101.612625,-115.03277,5.0213075,3.028697,1.892483,-8.055348,-34.951748
-99.249794,-98.770676,-99.667175,-99.76166,-89.84622,-92.18212,-99.03311,-96.681564,-115.443985,5.026332,2.9986064,2.9570367,-8.055555,-34.951256
-100.94591,-100.76241,-100.66262,-101.16887,-88.231155,-89.19205,-98.65274,-95.600746,-115.26219,5.0138764,3.0083687,2.6812563,-8.055554,-34.951416
-105.989044,-108.84173,-107.64558,-110.63293,-102.791756,-98.056175,-101.24011,-100.354126,-115.23104,4.9869866,3.0433826,1.8503438,-8.055528,-34.95169
-100.75635,-110.002,-108.08634,-110.431656,-103.79785,-104.905785,-102.078415,-99.441124,-115.17232,5.0389724,3.0375524,1.8927884,-8.055773,-34.951454
-90.72773,-93.91007,-92.15738,-95.11519,-88.08979,-91.002365,-86.1801,-75.17751,-95.11376,5.3611712,3.9350913,1.2392169,-8.055845,-34.95413
-100.781044,-114.774414,-95.9435,-115.12742,-96.42836,-95.81744,-94.83107,-91.850174,-115.33875,4.9882417,3.0966263,1.8874973,-8.055311,-34.951782
-101.46069,-114.86718,-96.9567,-115.31036,-97.4015,-97.639496,-96.95993,-93.16147,-115.13151,4.967745,3.108922,2.1787524,-8.055462,-34.951702
-88.96204,-90.93404,-89.24448,-62.790188,-78.64425,-80.58416,-89.19848,-95.150314,-97.773254,3.3781466,1.6404816,3.7821238,-8.051667,-34.949314
-104.729355,-114.69035,-104.74186,-114.64921,-105.18488,-113.97864,-96.98004,-95.87769,-109.72474,4.9313793,3.0693672,1.9124236,-8.055659,-34.951748
-105.07223,-109.54974,-108.65367,-110.979225,-95.43941,-101.57623,-98.33758,-97.71686,-114.963715,4.9819374,3.0504127,1.8622975,-8.05562,-34.95159
-98.68808,-97.952736,-98.83382,-98.812775,-90.25278,-92.58113,-99.27498,-99.922165,-115.36388,5.01541,3.0218472,2.9826093,-8.055522,-34.9512
-107.08529,-115.271355,-107.9655,-106.49214,-98.043564,-95.28287,-96.06858,-92.708466,-115.20846,4.9738636,3.0232825,2.0981064,-8.05549,-34.95165
-90.130455,-98.315155,-90.46452,-97.81715,-97.9905,-96.240524,-81.548,-77.64529,-89.09824,5.2867303,4.5039167,0.52523386,-8.0555935,-34.95545
-107.08518,-109.57974,-108.39696,-109.72011,-95.03281,-97.696495,-98.39906,-96.17516,-115.2082,4.991249,3.052198,1.8524231,-8.055505,-34.951653
-92.34938,-88.741516,-87.8025,-72.871826,-75.257744,-82.60178,-87.02869,-92.92726,-96.96081,5.026085,1.6456637,3.850848,-8.05495,-34.948727
-103.15122,-114.03259,-103.269485,-113.70846,-104.69775,-115.24744,-91.00172,-87.94717,-104.9154,5.1009607,3.0949965,1.8090172,-8.055631,-34.951595
-88.47062,-98.03179,-90.88142,-100.9559,-96.206215,-93.145164,-80.47666,-82.892296,-91.6405,5.3119707,4.982119,0.4613049,-8.055354,-34.956398
-100.149445,-101.43826,-98.72014,-97.30619,-88.97332,-90.00619,-99.33634,-96.84586,-115.38062,4.9702425,2.992543,2.9641857,-8.055444,-34.95137
-87.547745,-99.99018,-89.090256,-102.63257,-98.255486,-92.951836,-84.06144,-92.07455,-90.339615,5.22888,5.0927577,0.24221192,-8.054746,-34.95694
-73.63448,-82.775345,-74.38746,-87.02603,-86.87746,-93.140015,-85.16424,-89.18886,-88.13231,1.9223629,5.723149,3.7661955,-8.0471945,-34.95479
-98.50732,-98.000305,-98.52658,-98.82244,-88.79843,-90.4194,-98.66652,-98.82509,-115.28413,4.9959598,3.0386403,2.9707031,-8.055509,-34.95127
-105.68534,-109.335526,-108.38325,-109.90872,-95.86165,-101.025276,-99.228096,-96.112755,-115.23977,5.0097914,3.0477037,1.976412,-8.055558,-34.95155
-87.428696,-89.937645,-88.24457,-84.0361,-90.2152,-87.233315,-91.27647,-93.41507,-94.77796,2.454459,3.5832984,3.0631142,-8.05023,-34.95283
-70.4192,-88.64019,-76.41033,-72.41279,-63.215126,-72.2976,-83.86454,-64.19185,-97.365456,4.8994594,2.9952247,4.7682276,-8.052222,-34.94801
-105.22236,-112.92555,-107.75748,-107.34909,-96.19264,-99.11623,-97.87677,-96.84778,-115.00062,4.9909616,3.0368516,1.8829864,-8.055548,-34.95162
-108.431984,-111.9629,-111.204544,-111.53705,-110.86731,-109.03312,-99.39011,-95.470055,-115.33097,5.0076637,3.0831738,1.924608,-8.055585,-34.951702
-101.95341,-111.9536,-107.340706,-111.46484,-105.12031,-108.592514,-99.55051,-99.73159,-114.26413,4.969288,3.038659,1.9408697,-8.05579,-34.951588
-102.010284,-110.63036,-107.73593,-110.39457,-105.06516,-107.04805,-101.68523,-100.92912,-114.96261,5.0199637,3.0570035,1.9090674,-8.055761,-34.95154
-102.680534,-109.95306,-108.225426,-111.75755,-97.07743,-108.09698,-100.91025,-92.716415,-114.66519,5.035723,3.018608,2.1931791,-8.055627,-34.951496
-92.61415,-98.65302,-91.590744,-99.600746,-93.4466,-92.87735,-82.315704,-71.78686,-95.80288,5.2748733,4.1219254,0.6796701,-8.0556345,-34.95488
-101.47007,-115.02805,-99.689926,-114.36629,-101.807816,-102.80674,-95.165596,-94.51809,-113.272156,4.9665575,3.0798888,1.6925892,-8.055414,-34.951843
-92.16649,-99.20403,-88.48687,-94.2846,-85.92432,-90.590576,-97.376816,-90.40443,-99.53198,4.6718,3.0003612,3.5924938,-8.055414,-34.951286
-104.785416,-109.494415,-107.68528,-111.60756,-96.46577,-92.629776,-97.67648,-98.51475,-115.14278,5.0039387,3.0667381,1.8637438,-8.055621,-34.95168
-89.69236,-85.82902,-86.6692,-68.20294,-82.90454,-91.159645,-92.352036,-94.06078,-96.06997,3.8025727,1.7226789,3.5887375,-8.052582,-34.94935
-98.98542,-98.93029,-99.04304,-97.61891,-90.585846,-90.659,-98.60647,-98.62584,-115.2426,5.0106096,3.0259542,3.0166144,-8.055555,-34.95126
-102.95656,-111.78026,-104.37821,-103.264,-93.69919,-92.77972,-99.1439,-95.60922,-115.26375,4.9981337,2.9957972,2.317345,-8.055554,-34.951454
-105.29504,-109.19313,-107.78229,-109.81068,-106.41672,-107.01326,-105.31788,-101.515495,-114.374306,4.999696,3.039373,1.969093,-8.055622,-34.9516
-92.8146,-97.25947,-91.52537,-97.35777,-93.73569,-91.01921,-78.51707,-70.11702,-93.908485,5.3316607,4.3946104,0.50524914,-8.055767,-34.9555
-99.06094,-90.26658,-92.42007,-70.23523,-84.218765,-90.71836,-94.07225,-95.87106,-96.20959,3.3608298,1.6157687,4.9984174,-8.050923,-34.947876
-86.306496,-101.28501,-84.693756,-103.48491,-100.76199,-92.43224,-89.70142,-105.53006,-86.701126,5.4875994,4.9489737,0.48122132,-8.054813,-34.957005
-90.80139,-94.513336,-90.121864,-96.88617,-93.160484,-89.680145,-87.39789,-89.37586,-93.76084,5.1830077,4.143648,0.5833167,-8.055521,-34.954933
-100.52911,-114.99996,-96.47747,-115.30035,-99.593796,-97.47088,-97.45887,-93.74583,-114.7485,4.9802294,3.1039639,1.9788158,-8.055378,-34.95177
-101.9455,-114.62206,-99.64494,-114.90611,-99.2221,-96.84436,-98.17938,-97.86727,-115.05044,4.9651785,3.0270095,2.0355194,-8.055502,-34.95173
-109.706024,-106.20078,-107.226974,-108.15187,-103.59757,-102.488594,-102.801186,-102.40177,-115.03834,5.046801,3.0220137,1.9564447,-8.055239,-34.951733
-105.55394,-115.948875,-106.915375,-102.59388,-99.09287,-95.20951,-98.66067,-95.836555,-115.34969,5.0084124,3.0432525,1.9993371,-8.055359,-34.95158
-103.45104,-112.07858,-104.11474,-101.7881,-95.37007,-93.64082,-99.48214,-95.4174,-115.335266,4.9909163,3.0079038,2.3041759,-8.055469,-34.95151
-104.306145,-114.2408,-103.86017,-114.69018,-104.86439,-115.3417,-95.94535,-92.85453,-106.15318,5.002641,3.1109493,1.8236259,-8.055642,-34.951664
-105.80002,-112.93475,-107.69995,-106.974434,-96.3519,-92.28686,-98.53625,-94.67369,-115.19859,5.0107255,3.0210016,1.9057474,-8.055512,-34.951633
-92.16925,-91.00659,-89.901375,-66.513756,-73.249405,-76.403244,-88.17057,-92.258316,-97.71642,4.663282,1.6572157,3.7422595,-8.053979,-34.94884
-99.808365,-103.69964,-98.75959,-95.46777,-88.7128,-89.29665,-100.20924,-96.11111,-115.212006,4.9870048,3.0079362,3.0848298,-8.055335,-34.951344
-89.11813,-87.42465,-86.44727,-82.46486,-93.15319,-93.90556,-91.18871,-91.33752,-94.57096,1.6441888,3.974138,4.003677,-8.048481,-34.952335
-101.66574,-113.49512,-101.87227,-114.69475,-100.387314,-94.01413,-98.47809,-98.27211,-115.25642,4.9785385,3.0266721,1.999784,-8.055558,-34.951687
-110.28152,-106.54008,-107.05331,-108.98111,-97.85663,-99.63836,-101.419136,-96.26862,-115.34695,5.0208073,3.0169191,2.013955,-8.05532,-34.95167
-100.243095,-114.67374,-97.14428,-115.43928,-98.405945,-97.45019,-94.16061,-88.25409,-114.59579,5.0045776,3.0550776,1.7505496,-8.055222,-34.951923
-106.120476,-108.835846,-107.323425,-109.55806,-107.06864,-105.775154,-105.15314,-101.72151,-114.77048,5.017653,3.0351293,2.0086126,-8.055529,-34.951614
-100.89164,-114.76076,-97.75259,-115.11898,-99.55114,-99.60926,-97.14023,-92.47507,-114.341225,4.9739466,3.0893292,1.8299845,-8.055349,-34.95182
-100.74842,-114.800316,-98.73594,-114.67492,-101.19788,-96.65805,-98.52352,-97.98146,-114.81794,4.9821863,3.0380085,1.9102521,-8.055459,-34.951763
-99.56158,-97.42294,-99.73045,-100.351105,-89.86923,-91.07026,-98.420975,-96.93241,-115.22666,5.0628924,3.0239167,2.9684348,-8.055502,-34.951267
-102.59776,-100.65138,-101.40862,-102.38227,-92.03148,-93.97043,-99.65447,-96.56299,-115.27466,5.032698,3.0150948,2.6886952,-8.055498,-34.951397
-98.586754,-96.87531,-99.53855,-99.51697,-91.15574,-92.248344,-98.58731,-99.51967,-115.26321,5.0360146,3.0255756,2.9933264,-8.055539,-34.951187
-95.73324,-100.072044,-97.51011,-98.18782,-87.541824,-93.73731,-97.32044,-83.22976,-109.411896,5.140194,3.1833837,2.7247095,-8.0556345,-34.95196
-90.05404,-97.148735,-90.05064,-97.043816,-94.2971,-93.43108,-85.63209,-85.61573,-93.52506,5.1665826,4.3168125,0.7837452,-8.055499,-34.955177
-105.93603,-113.974495,-105.493675,-114.50626,-105.62868,-113.673775,-90.92785,-92.65897,-109.02596,4.935048,3.0374413,1.8779368,-8.055635,-34.95178
-103.98108,-104.55615,-104.1947,-106.22079,-96.51701,-96.086136,-100.51467,-97.563515,-115.36998,5.0045385,2.967855,2.3303862,-8.055536,-34.95144
-107.76076,-108.360664,-108.00364,-109.581635,-100.919266,-103.14667,-101.34281,-98.74107,-115.2246,5.0212455,3.04063,1.8970004,-8.055486,-34.95164
-98.90087,-104.81014,-96.95308,-100.41731,-87.11383,-88.15506,-100.785805,-96.05227,-114.79713,5.0289383,3.0583405,3.2220817,-8.055604,-34.951218
-97.93686,-99.77525,-97.32722,-95.15726,-89.88457,-91.73294,-98.6793,-90.85871,-111.598274,5.0705585,3.0174544,2.9399471,-8.055513,-34.95153
-104.4138,-109.63674,-108.13836,-110.8904,-98.5733,-100.12109,-99.23607,-99.221115,-114.93716,5.0092955,3.0440085,1.84029,-8.055633,-34.9516
-101.25604,-114.80283,-99.99234,-114.216255,-100.52205,-102.10106,-93.22027,-95.202835,-113.579765,4.966423,3.0658967,1.820936,-8.0554285,-34.951817
-92.17901,-95.87195,-94.675064,-98.290375,-89.63078,-93.646835,-84.41575,-71.09448,-95.29665,5.4102583,3.9855235,1.152793,-8.055951,-34.954197
-109.92137,-106.247215,-106.90774,-108.49135,-102.98701,-101.57752,-102.89179,-100.77919,-115.21578,5.025324,3.030565,1.9927173,-8.055235,-34.95169
-102.35034,-112.93333,-98.40558,-110.62069,-93.1725,-95.34711,-100.149414,-96.24041,-115.20251,4.9512973,3.0627804,3.3898385,-8.055885,-34.95115
-102.26173,-114.61652,-100.97247,-113.91316,-105.064575,-106.226234,-99.47727,-97.404915,-112.4796,4.9605274,3.08143,1.6795843,-8.05543,-34.95186
-103.26495,-115.06063,-100.581985,-113.06128,-97.629616,-97.42939,-98.742714,-94.13415,-115.29119,4.933696,2.9529579,2.4711266,-8.055574,-34.95161
-91.17901,-89.68789,-89.96398,-68.82404,-84.43749,-87.357506,-91.56082,-94.900925,-96.45615,2.5183072,2.26571,3.943025,-8.050345,-34.94992
-88.89121,-97.68872,-85.86629,-96.8874,-92.90411,-89.64158,-81.19384,-72.9574,-92.98729,5.3457212,4.333438,0.52408594,-8.055514,-34.955185
-93.74418,-89.089714,-92.6939,-75.316765,-85.75312,-86.68421,-92.54825,-92.64579,-95.8245,3.0018754,2.4511924,4.0538993,-8.050893,-34.949764
-109.71676,-106.164764,-106.948784,-108.54427,-104.28739,-102.60859,-103.415794,-103.10093,-114.942986,5.0583076,3.043476,1.9736087,-8.055246,-34.9517
-84.01688,-93.814674,-85.77697,-87.664116,-90.65148,-88.03813,-92.41409,-92.55539,-96.40143,3.4929473,3.3993192,2.6638403,-8.05255,-34.952515
-114.91477,-115.32502,-115.98358,-115.346825,-97.03835,-94.208305,-81.93937,-76.82185,-114.88165,4.875918,3.0311565,3.090846,-8.055516,-34.951225
-98.10534,-106.6102,-95.99181,-106.85522,-96.685875,-97.38253,-92.38738,-74.24464,-106.053345,5.1912465,3.3371594,1.608317,-8.055484,-34.952866
-103.823494,-110.32118,-105.73045,-111.393555,-103.74161,-100.68677,-101.67613,-99.7809,-115.005516,4.986361,3.0264459,1.7995458,-8.055539,-34.951675
-104.91644,-109.34167,-107.55017,-109.26151,-106.33824,-104.405815,-103.50073,-101.85892,-115.12288,5.0208282,3.083106,1.8904444,-8.05561,-34.95166
-96.99778,-108.04451,-97.76191,-90.8285,-88.39088,-88.46278,-99.604965,-97.646484,-115.11724,5.03711,3.090372,3.1262646,-8.055427,-34.951122
-85.14078,-101.65577,-84.24248,-102.46914,-102.66138,-91.58237,-86.79252,-100.42218,-87.73921,5.2120996,5.4827085,0.25936577,-8.053973,-34.958195
-103.10536,-84.61937,-93.20911,-78.25261,-86.87148,-93.25774,-97.149864,-94.26796,-94.83963,2.9342566,2.5403564,5.913815,-8.04893,-34.947304
-99.08688,-102.37721,-98.86228,-98.26217,-84.99121,-86.714096,-98.735146,-95.569176,-115.505,5.0087295,3.0206304,2.8701887,-8.055562,-34.951324
-99.837296,-98.5145,-99.601425,-98.965775,-88.68945,-89.41916,-98.92783,-96.94725,-115.55243,5.0178885,3.029414,2.958624,-8.055569,-34.951252
-76.479416,-87.50278,-77.028465,-84.781944,-89.2524,-95.43016,-83.77161,-92.99121,-92.61745,2.379569,5.4952574,3.0134122,-8.047882,-34.955048
-110.69333,-106.44681,-107.325035,-109.16359,-100.679016,-101.02244,-102.37276,-98.42651,-115.13571,5.0365295,3.014948,1.9606985,-8.05527,-34.95173
-105.01455,-114.43517,-105.763115,-113.99346,-105.31672,-114.34875,-96.665764,-95.26262,-109.85084,4.913468,3.0291953,1.97321,-8.05569,-34.951687
-104.59065,-108.227356,-103.584526,-103.82817,-93.16412,-94.30431,-99.652336,-94.625465,-115.52724,4.9848695,2.973286,2.421712,-8.05546,-34.95151
-89.167564,-94.48726,-88.67158,-95.962135,-92.23742,-91.20877,-83.62408,-85.97588,-92.11788,5.346182,4.1404095,0.6988275,-8.055877,-34.954716
-112.68719,-114.27937,-113.699165,-114.76725,-102.71371,-101.65713,-86.16537,-84.72401,-114.286064,4.945607,3.080647,2.3481324,-8.055715,-34.95169
-104.93228,-114.51738,-104.66537,-114.575226,-105.0227,-114.881355,-96.22845,-94.677795,-107.73447,4.961036,3.0854983,1.8986958,-8.055679,-34.951687
-80.64084,-89.48998,-80.54747,-83.789215,-92.21263,-91.31084,-90.545044,-94.225426,-95.88079,2.181738,4.523801,3.0803668,-8.049354,-34.95397
-93.47769,-92.40556,-88.319595,-59.1398,-78.11619,-83.319435,-92.05315,-96.540436,-97.76271,3.431888,1.2347316,4.6188846,-8.051363,-34.94805
-99.889366,-101.2294,-99.98387,-100.00307,-85.54903,-86.230385,-98.69084,-94.67024,-115.562256,5.0127497,3.0232458,2.7923722,-8.055562,-34.951347
-99.28236,-97.935074,-99.00165,-99.133766,-87.93803,-90.07022,-98.409775,-96.35691,-115.29187,5.0354857,3.0208437,2.9585764,-8.055526,-34.951283
-97.85438,-106.58291,-95.72316,-107.42352,-92.974075,-98.95889,-93.03267,-76.04783,-106.28503,5.168398,3.3478608,1.9514459,-8.05552,-34.952614
-115.77705,-114.56032,-115.15563,-113.9637,-117.046936,-115.541245,-90.80416,-87.07402,-114.8619,4.9589553,3.1215308,1.7919394,-8.05539,-34.951927
-93.14995,-92.737625,-89.03871,-66.1698,-72.498665,-75.68923,-86.81035,-94.776085,-97.717125,5.1255608,1.5252619,4.226391,-8.054796,-34.948273
-97.82294,-96.34034,-94.52633,-89.45312,-77.50491,-79.581795,-96.1368,-91.86958,-105.69109,5.191638,2.908011,3.3281393,-8.055989,-34.95082
-65.47057,-87.04347,-73.25484,-64.75474,-60.27118,-66.43522,-88.48352,-60.751534,-97.84707,4.9416103,3.1656773,5.241785,-8.051228,-34.947086
-88.437035,-97.61135,-89.7779,-99.70665,-95.79408,-92.27028,-82.68888,-84.718605,-92.18442,5.246604,4.733741,0.4585067,-8.0553465,-34.95592
-102.636955,-114.80942,-100.40895,-114.78838,-103.755165,-103.53088,-99.92945,-96.00896,-113.30999,4.9764733,3.0812447,1.9345094,-8.055455,-34.95174
-105.13681,-104.13445,-103.88353,-106.04259,-93.72851,-97.02356,-99.880226,-96.16012,-115.264984,5.0029507,3.0076091,2.3523717,-8.055483,-34.951527
-88.09487,-90.969696,-87.73824,-72.20909,-86.63495,-87.599396,-90.6909,-92.82291,-95.75095,2.2377942,2.8920376,3.5265594,-8.05019,-34.951283
-102.030014,-115.08032,-98.29901,-115.1896,-99.57968,-98.04027,-99.94514,-97.459946,-114.97601,4.964615,3.0764098,2.807408,-8.055722,-34.95147
-87.4585,-102.265564,-83.26769,-105.70485,-97.836105,-90.46795,-91.14304,-106.41715,-87.391014,5.9124207,4.8189487,0.7252991,-8.055835,-34.956524
-104.18602,-114.32433,-103.99274,-114.53917,-104.73715,-115.74569,-89.04344,-86.95971,-106.622345,4.987896,3.0705934,1.8571486,-8.055591,-34.951794
-102.823654,-114.93474,-101.20575,-114.27813,-100.76728,-102.1219,-89.82553,-90.94915,-113.73875,4.970555,3.0560389,1.8422668,-8.055407,-34.95184
-107.992325,-108.32556,-107.515396,-109.86233,-100.25306,-102.23804,-101.106026,-98.71081,-115.09947,5.0113554,3.0328467,1.9017581,-8.055466,-34.95165
-99.864265,-102.11278,-100.046265,-100.112465,-86.63697,-91.67456,-98.83476,-95.644646,-115.46069,5.012268,3.015667,2.7989707,-8.055548,-34.951332
-93.66701,-89.20741,-91.97774,-64.67463,-83.56627,-86.76399,-92.58393,-95.43279,-96.37337,2.786587,1.9872518,4.6545143,-8.050417,-34.948704
-102.44085,-100.77532,-100.9473,-101.480865,-90.652145,-92.01483,-99.67363,-95.80064,-115.5269,5.0223427,3.0174265,2.7360194,-8.055456,-34.95141
-101.632835,-106.61512,-102.81602,-103.180855,-88.799736,-89.86755,-98.66842,-96.06312,-115.34377,4.9924126,3.0145006,2.4586194,-8.055616,-34.951454
-99.23586,-100.74485,-99.24021,-97.9135,-85.53627,-87.095406,-98.91142,-97.22242,-115.17674,5.0401106,3.0152407,2.807548,-8.055564,-34.95137
-102.10198,-115.01621,-99.78727,-114.26627,-99.88011,-98.18574,-89.768135,-90.501175,-114.81181,4.9770546,3.0608852,1.7739005,-8.055364,-34.95175
-101.39781,-114.73603,-100.6834,-114.68913,-104.49778,-102.11094,-98.91985,-98.58678,-113.44569,4.971958,3.0430403,1.8386613,-8.05548,-34.951763
-98.92893,-97.41103,-99.041016,-99.425,-90.40771,-90.96874,-99.064285,-99.94365,-115.033005,4.993478,3.0342443,2.9542875,-8.055468,-34.951305
-96.37129,-99.57816,-97.374115,-98.83696,-91.91381,-93.69321,-89.872955,-72.1415,-99.518936,5.3069954,3.5943534,1.5762011,-8.055875,-34.95349
